1	2	3	
27,87	29,00	28,37
27,81	29,00	28,31
27,81	29,00	28,31
27,81	29,00	28,31
27,81	29,00	28,31
27,81	29,00	28,31
27,87	29,00	28,37
27,81	29,00	28,31
27,81	29,00	28,31
27,81	29,00	28,31
27,81	29,00	28,31
27,81	29,00	28,31
27,81	29,00	28,31
27,81	29,00	28,25
27,81	29,00	28,25
27,81	29,00	28,25
27,81	29,00	28,25
27,81	29,00	28,25
27,81	29,00	28,25
27,81	29,00	28,19
27,81	29,00	28,19
27,81	29,00	28,19
27,81	29,00	28,19
27,75	29,00	28,19
27,75	29,00	28,19
27,75	29,00	28,12
27,75	29,00	28,12
27,75	29,00	28,12
27,75	29,00	28,12
27,75	29,00	28,12
27,75	29,00	28,12
27,75	28,50	28,06
27,75	28,50	28,06
27,75	28,50	28,06
27,75	28,50	28,06
27,75	28,50	28,06
27,75	29,00	28,06
27,75	28,50	28,06
27,75	28,50	28,06
27,75	28,50	28,06
27,75	28,50	28,06
27,75	28,50	28,00
27,75	28,50	28,00
27,69	28,50	28,00
27,69	28,50	28,00
27,69	28,50	28,00
27,69	28,50	28,00
27,69	28,50	28,00
27,69	28,50	28,00
27,69	28,50	27,94
27,69	28,50	27,94
27,69	28,50	27,94
27,69	28,50	27,94
27,69	28,50	27,94
27,69	28,50	27,94
27,69	28,50	27,94
27,69	28,50	27,94
27,69	28,50	27,87
27,69	28,50	27,87
27,69	28,50	27,87
27,69	28,50	27,87
27,69	28,50	27,87
27,69	28,50	27,87
27,62	28,50	27,87
27,62	28,50	27,87
27,69	28,50	27,81
27,69	28,50	27,81
27,69	28,50	27,81
27,69	28,50	27,81
27,62	28,50	27,81
27,62	28,50	27,81
27,62	28,50	27,81
27,62	28,50	27,81
27,62	28,50	27,81
27,62	28,50	27,81
27,62	28,50	27,75
27,62	28,50	27,75
27,62	28,50	27,75
27,62	28,50	27,75
27,62	28,50	27,75
27,62	28,50	27,75
27,62	28,50	27,75
27,62	28,50	27,75
27,62	28,50	27,75
27,62	28,50	27,75
27,56	28,50	27,69
27,56	28,50	27,69
27,62	28,50	27,69
27,62	28,50	27,69
27,56	28,50	27,69
27,56	28,50	27,69
27,56	28,50	27,69
27,56	28,50	27,69
27,56	28,50	27,62
27,56	28,50	27,62
27,56	28,50	27,62
27,56	28,50	27,62
27,56	28,50	27,62
27,56	28,50	27,62
27,56	28,50	27,62
27,56	28,50	27,62
27,56	28,50	27,56
27,56	28,50	27,56
27,50	28,50	27,56
27,50	28,50	27,56
27,50	28,50	27,56
27,50	28,50	27,56
27,50	28,50	27,56
27,50	28,50	27,56
27,50	28,50	27,56
27,50	28,50	27,56
27,50	28,50	27,56
27,50	28,50	27,56
27,50	28,50	27,56
27,50	28,50	27,56
27,50	28,50	27,50
27,50	28,50	27,50
27,50	28,50	27,50
27,50	28,50	27,50
27,50	28,50	27,50
27,50	28,50	27,50
27,50	28,50	27,50
27,50	28,50	27,50
27,50	28,50	27,50
27,50	28,50	27,50
27,50	28,50	27,44
27,50	28,50	27,44
27,50	28,50	27,44
27,50	28,50	27,44
27,50	28,50	27,44
27,50	28,50	27,44
27,50	28,50	27,44
27,50	28,50	27,44
27,44	28,50	27,44
27,44	28,50	27,44
27,44	28,50	27,44
27,44	28,50	27,44
27,44	28,50	27,37
27,44	28,50	27,37
27,44	28,50	27,37
27,44	28,50	27,37
27,44	28,50	27,37
27,44	28,00	27,37
27,44	28,50	27,37
27,44	28,50	27,37
27,44	28,00	27,37
27,44	28,50	27,37
27,37	28,00	27,37
27,37	28,00	27,37
27,44	28,00	27,31
27,44	28,00	27,31
27,37	28,00	27,31
27,37	28,00	27,31
27,37	28,00	27,31
27,37	28,00	27,31
27,37	28,00	27,31
27,37	28,00	27,31
27,37	28,00	27,31
27,37	28,00	27,31
27,37	28,00	27,25
27,37	28,00	27,25
27,37	28,00	27,25
27,37	28,00	27,25
27,37	28,00	27,25
27,37	28,00	27,25
27,37	28,00	27,25
27,37	28,00	27,25
27,37	28,00	27,25
27,37	28,00	27,25
27,37	28,00	27,25
27,37	28,00	27,25
27,37	28,00	27,19
27,37	28,00	27,19
27,37	28,00	27,19
27,37	28,00	27,19
27,37	28,00	27,19
27,37	28,00	27,19
27,37	28,00	27,19
27,37	28,00	27,19
27,37	28,00	27,19
27,37	28,00	27,19
27,37	28,00	27,19
27,37	28,00	27,19
27,31	28,00	27,19
27,31	28,00	27,19
27,31	28,00	27,19
27,31	28,00	27,19
27,31	28,00	27,12
27,31	28,00	27,12
27,31	28,00	27,12
27,31	28,00	27,12
27,31	28,00	27,12
27,31	28,00	27,12
27,31	28,00	27,12
27,31	28,00	27,12
27,31	28,00	27,12
27,31	28,00	27,12
27,31	28,00	27,12
27,31	28,00	27,12
27,31	28,00	27,12
27,31	28,00	27,12
27,31	28,00	27,12
27,31	28,00	27,12
27,31	28,00	27,12
27,31	28,00	27,12
27,31	28,00	27,12
27,31	28,00	27,12
27,31	28,00	27,06
27,31	28,00	27,06
27,31	28,00	27,06
27,31	28,00	27,06
27,31	28,00	27,06
27,31	28,00	27,06
27,25	28,00	27,06
27,25	28,00	27,06
27,25	28,00	27,06
27,25	28,00	27,06
27,25	28,00	27,06
27,25	28,00	27,06
27,25	28,00	27,06
27,25	28,00	27,06
27,25	28,00	27,06
27,25	28,00	27,06
27,25	28,00	27,06
27,25	28,00	27,06
27,25	28,00	27,06
27,25	28,00	27,06
27,25	28,00	27,06
27,25	28,00	27,06
27,25	28,00	27,06
27,25	28,00	27,06
27,25	28,00	27,06
27,25	28,00	27,06
27,25	28,00	27,00
27,25	28,00	27,00
27,25	28,00	27,00
27,25	28,00	27,00
27,25	28,00	27,00
27,25	28,00	27,00
27,25	28,00	27,00
27,25	28,00	27,00
27,25	28,00	27,00
27,25	28,00	27,00
27,25	28,00	27,00
27,25	28,00	27,00
27,25	28,00	27,00
27,25	28,00	27,00
27,25	28,00	27,00
27,25	28,00	27,00
27,19	28,00	27,00
27,19	28,00	27,00
27,19	28,00	27,00
27,19	28,00	27,00
27,19	28,00	27,00
27,19	28,00	27,00
27,19	28,00	27,00
27,19	28,00	27,00
27,19	28,00	27,00
27,19	28,00	27,00
27,19	28,00	27,00
27,19	28,00	27,00
27,19	28,00	27,00
27,19	28,00	27,00
27,19	28,00	27,00
27,19	28,00	27,00
27,19	28,00	26,94
27,19	28,00	26,94
27,19	28,00	27,00
27,19	28,00	27,00
27,19	28,00	26,94
27,19	28,00	26,94
27,19	28,00	26,94
27,19	28,00	26,94
27,19	28,00	26,94
27,19	28,00	26,94
27,19	28,00	26,94
27,19	28,00	26,94
27,19	28,00	26,94
27,19	28,00	26,94
27,19	28,00	26,94
27,19	28,00	26,94
27,19	28,00	26,94
27,19	28,00	26,94
27,19	28,00	26,94
27,19	28,00	26,94
27,19	28,00	26,94
27,19	28,00	26,94
27,19	28,00	26,94
27,19	28,00	26,94
27,19	28,00	26,87
27,19	28,00	26,87
27,19	28,00	26,94
27,19	28,00	26,94
27,12	28,00	26,87
27,12	28,00	26,87
27,12	28,00	26,87
27,12	28,00	26,87
27,12	28,00	26,87
27,12	28,00	26,87
27,12	28,00	26,87
27,12	28,00	26,87
27,12	28,00	26,87
27,12	28,00	26,87
27,12	28,00	26,87
27,12	28,00	26,87
27,12	28,00	26,87
27,12	28,00	26,87
27,12	28,00	26,87
27,12	28,00	26,87
27,12	28,00	26,81
27,12	28,00	26,81
27,12	28,00	26,81
27,12	28,00	26,81
27,12	28,00	26,81
27,12	28,00	26,81
27,12	28,00	26,81
27,12	28,00	26,81
27,06	28,00	26,81
27,06	28,00	26,81
27,06	28,00	26,81
27,06	28,00	26,81
27,06	28,00	26,75
27,06	28,00	26,75
27,06	28,00	26,75
27,06	28,00	26,75
27,06	28,00	26,75
27,06	28,00	26,75
27,06	28,00	26,75
27,06	28,00	26,75
27,06	28,00	26,75
27,06	28,00	26,75
27,06	28,00	26,75
27,06	28,00	26,75
27,06	28,00	26,75
27,06	28,00	26,75
27,06	28,00	26,69
27,06	28,00	26,69
27,00	28,00	26,69
27,00	28,00	26,69
27,00	28,00	26,69
27,00	28,00	26,69
27,00	28,00	26,69
27,00	28,00	26,69
27,00	28,00	26,69
27,00	28,00	26,69
27,00	28,00	26,69
27,00	28,00	26,69
27,00	28,00	26,62
27,00	28,00	26,62
27,00	28,00	26,62
27,00	28,00	26,62
27,00	28,00	26,62
27,00	28,00	26,62
27,00	28,00	26,62
27,00	28,00	26,62
27,00	28,00	26,62
27,00	28,00	26,62
27,00	28,00	26,62
27,00	28,00	26,62
27,00	28,00	26,62
27,00	28,00	26,62
27,00	28,00	26,62
27,00	28,00	26,62
27,00	28,00	26,62
27,00	28,00	26,62
27,00	28,00	26,56
27,00	28,00	26,56
27,00	28,00	26,56
27,00	28,00	26,56
26,94	28,00	26,56
26,94	28,00	26,56
27,00	28,00	26,56
27,00	28,00	26,56
27,00	28,00	26,56
27,00	28,00	26,56
26,94	28,00	26,56
26,94	28,00	26,56
26,94	28,00	26,56
26,94	28,00	26,56
26,94	28,00	26,56
26,94	28,00	26,56
26,94	28,00	26,56
26,94	28,00	26,56
26,94	28,00	26,56
26,94	28,00	26,56
26,94	28,00	26,56
26,94	28,00	26,56
26,94	28,00	26,50
26,94	28,00	26,50
26,94	28,00	26,56
26,94	28,00	26,56
26,94	28,00	26,50
26,94	28,00	26,50
26,94	28,00	26,50
26,94	28,00	26,50
26,94	28,00	26,50
26,94	28,00	26,50
26,94	28,00	26,50
26,94	28,00	26,50
26,94	28,00	26,50
26,94	28,00	26,50
26,94	28,00	26,50
26,94	28,00	26,50
26,94	28,00	26,50
26,94	28,00	26,50
26,94	28,00	26,50
26,94	28,00	26,50
26,94	28,00	26,50
26,94	28,00	26,50
26,94	28,00	26,50
26,94	28,00	26,50
26,94	28,00	26,50
26,94	28,00	26,50
26,94	28,00	26,50
26,94	28,00	26,50
26,94	28,00	26,50
26,94	28,00	26,50
26,94	28,00	26,50
26,94	28,00	26,50
26,94	28,00	26,50
26,94	28,00	26,50
26,94	28,00	26,50
26,94	28,00	26,50
26,94	28,00	26,50
26,94	28,00	26,50
26,87	28,00	26,44
26,87	28,00	26,44
26,94	28,00	26,44
26,94	28,00	26,44
26,94	28,00	26,44
26,94	28,00	26,44
26,87	28,00	26,44
26,87	28,00	26,44
26,87	28,00	26,44
26,87	28,00	26,44
26,87	28,00	26,44
26,87	28,00	26,44
26,87	28,00	26,44
26,87	28,00	26,44
26,87	28,00	26,44
26,87	28,00	26,44
26,87	28,00	26,44
26,87	28,00	26,44
26,87	28,00	26,44
26,87	28,00	26,44
26,87	28,00	26,44
26,87	28,00	26,44
26,87	28,00	26,37
26,87	28,00	26,37
26,87	28,00	26,37
26,87	28,00	26,37
26,87	28,00	26,37
26,87	28,00	26,37
26,87	28,00	26,37
26,87	28,00	26,37
26,87	28,00	26,37
26,87	28,00	26,37
26,87	28,00	26,37
26,87	28,00	26,37
26,87	28,00	26,37
26,87	28,00	26,37
26,87	28,00	26,37
26,87	28,00	26,37
26,87	28,00	26,37
26,87	28,00	26,37
26,87	28,00	26,37
26,87	28,00	26,37
26,87	28,00	26,37
26,87	28,00	26,37
26,87	28,00	26,37
26,87	28,00	26,37
26,87	28,00	26,37
26,87	28,00	26,37
26,87	28,00	26,37
26,87	28,00	26,37
26,87	28,00	26,37
26,87	28,00	26,37
26,87	28,00	26,31
26,87	28,00	26,31
26,87	28,00	26,31
26,87	28,00	26,31
26,87	28,00	26,31
26,87	28,00	26,31
26,87	28,00	26,31
26,87	28,00	26,31
26,81	28,00	26,31
26,81	28,00	26,31
26,81	28,00	26,31
26,81	28,00	26,31
26,81	28,00	26,31
26,81	28,00	26,31
26,81	28,00	26,31
26,81	28,00	26,31
26,81	28,00	26,31
26,81	28,00	26,31
26,81	28,00	26,31
26,81	28,00	26,31
26,81	28,00	26,31
26,81	28,00	26,31
26,81	28,00	26,31
26,81	28,00	26,31
26,81	28,00	26,31
26,81	28,00	26,31
26,81	28,00	26,31
26,81	28,00	26,31
26,81	28,00	26,31
26,81	28,00	26,31
26,81	28,00	26,31
26,81	28,00	26,31
26,81	28,00	26,31
26,81	28,00	26,31
26,81	28,00	26,31
26,81	28,00	26,31
26,81	28,00	26,31
26,81	28,00	26,31
26,81	28,00	26,25
26,81	28,00	26,25
26,81	28,00	26,25
26,81	28,00	26,25
26,81	28,00	26,25
26,81	28,00	26,25
26,81	28,00	26,25
26,81	28,00	26,25
26,81	28,00	26,25
26,81	28,00	26,25
26,81	28,00	26,25
26,81	28,00	26,25
26,81	28,00	26,25
26,81	28,00	26,25
26,81	28,00	26,25
26,81	28,00	26,25
26,75	28,00	26,25
26,75	28,00	26,25
26,75	28,00	26,25
26,75	28,00	26,25
26,75	28,00	26,25
26,75	28,00	26,25
26,75	28,00	26,25
26,75	28,00	26,25
26,75	28,00	26,25
26,75	28,00	26,25
26,75	28,00	26,19
26,75	28,00	26,19
26,75	28,00	26,19
26,75	28,00	26,19
26,75	28,00	26,19
26,75	28,00	26,19
26,75	28,00	26,19
26,75	28,00	26,19
26,75	28,00	26,19
26,75	28,00	26,19
26,75	28,00	26,19
26,75	28,00	26,19
26,75	28,00	26,19
26,75	28,00	26,19
26,75	28,00	26,19
26,75	28,00	26,19
26,75	28,00	26,19
26,75	28,00	26,19
26,75	28,00	26,19
26,75	28,00	26,19
26,75	28,00	26,19
26,75	28,00	26,19
26,75	28,00	26,19
26,75	28,00	26,19
26,75	28,00	26,19
26,75	28,00	26,19
26,75	28,00	26,19
26,75	28,00	26,19
26,69	28,00	26,19
26,69	28,00	26,19
26,69	28,00	26,19
26,69	28,00	26,19
26,69	28,00	26,19
26,69	28,00	26,19
26,69	28,00	26,12
26,69	28,00	26,12
26,69	28,00	26,12
26,69	28,00	26,12
26,69	28,00	26,12
26,69	28,00	26,12
26,69	28,00	26,12
26,69	28,00	26,12
26,69	28,00	26,12
26,69	28,00	26,12
26,69	28,00	26,12
26,69	28,00	26,12
26,69	28,00	26,12
26,69	28,00	26,12
26,69	28,00	26,12
26,69	28,00	26,12
26,69	28,00	26,12
26,69	28,00	26,12
26,69	28,00	26,12
26,69	28,00	26,12
26,69	28,00	26,12
26,69	28,00	26,12
26,69	28,00	26,12
26,69	28,00	26,12
26,69	28,00	26,12
26,69	28,00	26,12
26,69	28,00	26,12
26,69	28,00	26,12
26,69	28,00	26,12
26,69	28,00	26,12
26,69	28,00	26,12
26,69	28,00	26,12
26,69	28,00	26,12
26,69	28,00	26,12
26,69	28,00	26,12
26,69	28,00	26,12
26,69	28,00	26,12
26,69	28,00	26,12
26,69	28,00	26,12
26,69	28,00	26,12
26,69	28,00	26,12
26,69	28,00	26,12
26,69	28,00	26,12
26,69	28,00	26,12
